Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,CLTV,Contract,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Premium Tech Support,Referred a Friend,Satisfaction Score,Senior Citizen,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Unlimited Data,Churn
73,19,0.0,4694,Month-to-Month,0,0,Male,1,DSL,37.803883,-122.208417,0,25.2,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,0,0,0,3,1,0,0,0,4,102.5,0,0.0,0.0,102.5,1,1
78,7,32.4,5638,Month-to-Month,0,0,Male,1,Fiber Optic,39.117537,-122.284654,0,73.75,1,0,0,,0,0,0,0,Credit Card,1,0,0,2,1,0,0,0,7,545.15,0,226.8,0.0,771.95,1,1
34,0,49.91,3009,Month-to-Month,0,0,Female,0,,33.890853,-118.297967,0,19.3,0,0,0,,0,0,0,0,Credit Card,1,0,0,3,0,0,0,0,2,44.4,0,99.82,0.0,144.22,0,0
48,23,26.3,6483,Two Year,0,1,Male,1,DSL,40.166028,-123.584144,0,77.8,1,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,5,0,1,1,1,55,4323.35,0,1446.5,0.0,5769.85,1,0
50,19,0.0,3540,Month-to-Month,1,0,Female,1,Cable,37.724817,-122.224363,0,30.15,0,2,0,,1,0,0,0,Bank Withdrawal,0,0,0,5,0,0,0,0,13,382.2,10,0.0,0.0,392.2,0,0
72,28,0.0,5597,Two Year,0,1,Female,1,DSL,35.358953,-118.527064,0,56.25,0,0,0,,1,0,1,0,Bank Withdrawal,0,0,0,3,1,1,0,1,34,1765.95,0,0.0,0.0,1765.95,1,0
53,15,0.0,4969,Two Year,0,1,Male,1,DSL,39.292334,-121.320597,1,65.1,0,0,7,Offer A,1,1,1,1,Credit Card,0,1,1,4,0,1,1,1,72,4754.3,0,0.0,0.0,4754.3,1,0
62,27,0.0,2088,Month-to-Month,0,0,Female,1,DSL,40.656287,-121.428965,0,25.25,0,0,0,,0,0,0,0,Bank Withdrawal,0,0,0,1,0,0,0,0,3,58.9,0,0.0,0.0,58.9,1,1
61,28,0.0,5092,One Year,1,1,Male,1,DSL,37.416159,-122.131337,1,36.1,0,1,1,,1,0,1,1,Credit Card,0,0,1,3,0,0,0,0,56,1971.5,60,0.0,0.0,2031.5,0,0
19,0,19.38,4001,Month-to-Month,1,0,Male,0,,38.392821,-121.799917,0,21.05,0,2,0,Offer D,0,0,0,0,Credit Card,1,0,0,3,0,0,0,0,12,235.8,0,232.56,0.0,468.36,0,0
23,59,21.56,3038,Month-to-Month,0,1,Female,1,Fiber Optic,37.171727,-122.142961,0,114.5,1,0,0,Offer B,1,1,1,0,Bank Withdrawal,1,1,0,1,0,1,1,1,41,4527.45,0,883.96,0.0,5411.41,1,1
30,41,28.27,4882,Month-to-Month,0,0,Female,1,Fiber Optic,34.404544,-119.302118,0,87.55,1,0,0,,1,1,1,0,Bank Withdrawal,1,1,0,3,0,0,0,0,57,4884.85,0,1611.39,1.83,6494.41,1,0
43,4,42.41,3801,Month-to-Month,0,1,Female,1,DSL,36.974575,-121.991149,0,78.9,1,0,0,,1,1,1,0,Credit Card,1,1,0,4,0,0,0,1,37,2976.95,30,1569.17,0.0,4576.12,0,0
63,14,1.55,5795,Month-to-Month,0,0,Female,1,Fiber Optic,32.85723,-117.209774,0,73.95,0,0,0,Offer C,1,0,1,0,Credit Card,1,0,0,3,0,0,0,0,34,2524.45,0,52.7,0.0,2577.15,1,1
64,23,10.67,5700,Two Year,0,1,Female,1,Fiber Optic,33.867593,-118.080637,1,109.25,1,0,8,,1,0,1,1,Bank Withdrawal,1,1,1,4,0,1,1,1,63,6841.4,0,672.21,0.0,7513.61,1,0
62,17,2.12,4115,Month-to-Month,0,1,Male,1,Fiber Optic,34.165783,-118.399795,1,93.8,1,0,1,,1,0,0,1,Bank Withdrawal,1,0,1,1,0,0,0,1,31,3019.5,50,65.72,0.0,3135.22,0,1
31,0,22.12,3663,Month-to-Month,0,0,Female,0,,38.766036,-120.209673,0,20.4,0,0,0,Offer E,0,0,0,0,Mailed Check,1,0,0,3,0,0,0,0,1,20.4,0,22.12,0.0,42.52,0,1
30,26,44.57,3359,Month-to-Month,1,0,Male,1,Cable,34.174215,-118.345928,1,70.3,0,2,6,,1,1,1,1,Credit Card,1,1,1,3,0,1,1,0,24,1706.45,0,1069.68,0.0,2776.13,1,0
73,30,5.75,2645,One Year,0,1,Male,1,Cable,34.066303,-118.435479,0,70.15,0,0,0,Offer C,1,0,1,0,Credit Card,1,1,0,3,1,0,0,1,38,2497.35,0,218.5,0.0,2715.85,1,1
49,21,41.4,4029,Two Year,0,0,Female,1,Cable,38.183918,-120.898817,1,59.85,0,0,7,Offer B,1,1,0,1,Bank Withdrawal,1,1,1,3,0,0,0,0,60,3483.45,0,2484.0,0.0,5967.45,1,0
55,18,4.32,5444,Two Year,0,1,Male,1,Fiber Optic,38.888351,-123.239647,1,110.6,1,0,7,,1,0,1,1,Credit Card,1,1,1,3,0,1,1,1,72,7962.2,0,311.04,0.0,8273.24,1,0
71,27,40.19,2656,Two Year,1,0,Female,1,Fiber Optic,34.042286,-117.756106,1,85.35,1,1,7,Offer D,0,0,0,1,Bank Withdrawal,1,0,1,5,1,0,0,1,22,1961.6,0,884.18,0.0,2845.78,1,0
19,27,13.16,4983,One Year,0,1,Female,1,Fiber Optic,34.818227,-120.418784,0,110.45,1,0,0,,1,0,0,0,Credit Card,1,1,0,4,0,1,1,1,30,3327.05,0,394.8,0.0,3721.85,1,0
77,25,38.32,5348,One Year,0,1,Female,1,Fiber Optic,34.098275,-117.967399,1,94.4,0,0,2,,1,1,0,1,Bank Withdrawal,1,0,1,4,1,1,1,0,65,6126.15,0,2490.8,0.0,8616.95,1,0
40,15,9.72,6317,Two Year,1,1,Female,1,Cable,39.531028,-121.24807,1,80.85,1,2,5,Offer A,1,1,0,1,Bank Withdrawal,1,1,1,4,0,1,1,0,72,5824.75,10,699.84,0.0,6534.59,0,0
36,20,39.9,3443,Month-to-Month,0,0,Female,1,Cable,34.13946,-118.166649,0,45.3,0,0,0,Offer E,0,0,1,0,Credit Card,1,0,0,2,0,0,0,0,4,196.95,0,159.6,0.0,356.55,1,1
55,29,0.0,5941,One Year,1,1,Female,1,DSL,33.976678,-118.065875,0,49.45,0,2,0,,0,0,1,0,Credit Card,0,0,0,3,0,1,1,1,22,1031.4,0,0.0,0.0,1031.4,1,0
26,0,45.13,4868,Month-to-Month,0,0,Male,0,,37.720498,-122.443119,0,25.05,1,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,0,0,5,0,0,0,0,7,152.95,0,315.91,0.0,468.86,0,0
31,0,27.7,5390,One Year,1,0,Female,0,,35.523991,-118.400432,1,19.15,0,1,0,Offer B,0,0,0,1,Credit Card,1,0,0,3,0,0,0,0,55,998.1,0,1523.5,0.0,2521.6,0,0
62,0,10.32,4116,Two Year,0,0,Female,0,,37.943954,-120.67108,0,18.7,0,0,0,Offer B,0,0,0,0,Mailed Check,1,0,0,5,0,0,0,0,53,1005.7,0,546.96,0.0,1552.66,0,0
64,13,22.41,4022,One Year,0,1,Male,1,Fiber Optic,33.655421,-117.391751,0,116.25,1,0,0,Offer C,1,1,0,0,Credit Card,1,1,0,3,0,1,1,1,34,3899.05,0,761.94,0.0,4660.99,1,0
20,48,8.3,3652,Month-to-Month,0,0,Female,1,DSL,38.233879,-120.861666,1,59.8,0,0,3,,1,0,1,1,Credit Card,1,0,1,3,0,1,1,0,19,1130.85,0,157.7,0.0,1288.55,1,0
32,18,42.55,4741,Month-to-Month,0,0,Female,1,Fiber Optic,33.794209,-118.317354,0,78.1,0,0,0,Offer D,0,0,0,0,Bank Withdrawal,1,0,0,3,0,1,1,0,12,947.3,0,510.6,0.0,1457.9,1,1
43,25,6.68,4135,One Year,0,1,Female,1,Fiber Optic,36.977025,-121.952864,1,110.5,0,0,1,,1,1,0,1,Bank Withdrawal,1,1,1,3,0,1,1,1,53,5835.5,0,354.04,0.0,6189.54,1,0
40,20,12.54,5964,Month-to-Month,0,0,Male,1,Fiber Optic,32.886925,-117.152162,0,80.85,0,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,1,0,1,1,0,13,1008.7,0,163.02,0.0,1171.72,1,1
35,0,32.54,5535,Month-to-Month,0,0,Female,0,,33.762351,-117.488725,0,20.15,0,0,0,Offer E,0,0,0,0,Credit Card,1,0,0,4,0,0,0,0,4,84.5,0,130.16,0.0,214.66,0,0
21,0,35.46,2011,Two Year,0,0,Male,0,,34.424926,-117.184503,1,19.75,0,0,1,Offer B,0,0,1,1,Bank Withdrawal,1,0,1,4,0,0,0,0,41,899.45,0,1453.86,0.0,2353.31,0,0
40,15,41.03,3407,Month-to-Month,1,1,Female,1,Fiber Optic,34.205504,-118.993111,1,95.15,1,1,2,,1,0,1,1,Bank Withdrawal,1,0,1,3,0,1,1,0,37,3532.85,0,1518.11,0.0,5050.96,1,0
33,12,3.47,3459,Two Year,0,1,Female,1,DSL,37.394536,-120.890747,0,74.45,0,0,0,Offer B,0,0,0,0,Credit Card,1,1,0,3,0,1,1,1,47,3510.3,0,163.09,0.0,3673.39,1,0
27,48,10.4,5822,Month-to-Month,0,1,Male,1,Fiber Optic,34.028331,-118.354338,0,105.5,0,0,0,,0,1,1,0,Bank Withdrawal,1,1,0,3,0,1,1,1,25,2686.05,0,260.0,0.0,2946.05,1,0
73,6,30.17,5536,Month-to-Month,0,0,Male,1,Fiber Optic,32.825086,-117.199424,0,93.55,1,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,0,0,1,1,1,0,1,1,93.55,0,30.17,0.0,123.72,1,1
39,0,31.37,2056,Two Year,0,0,Female,0,,34.238208,-118.55029,1,19.1,0,0,1,,0,0,0,1,Credit Card,1,0,1,3,0,0,0,0,40,780.1,0,1254.8,45.6,1989.3,0,0
44,22,17.18,4110,Month-to-Month,0,0,Female,1,DSL,38.71967,-121.862416,0,56.25,0,0,0,Offer E,1,1,0,0,Bank Withdrawal,1,0,0,1,0,0,0,0,6,389.1,0,103.08,0.0,492.18,1,1
28,48,46.9,4847,One Year,0,0,Male,1,Fiber Optic,39.748037,-122.302169,1,100.55,1,0,7,,0,1,1,1,Bank Withdrawal,1,0,1,3,0,1,1,1,56,5514.95,0,2626.4,0.0,8141.35,1,0
24,47,6.36,4736,One Year,0,0,Female,1,Fiber Optic,35.772244,-119.209689,1,103.25,1,0,1,Offer B,1,1,1,1,Credit Card,1,0,1,1,0,1,1,1,48,5037.55,0,305.28,0.0,5342.83,1,1
20,48,41.15,4620,One Year,0,1,Female,1,Fiber Optic,34.39583,-117.734568,1,107.0,1,0,7,Offer B,1,1,1,1,Credit Card,1,1,1,4,0,1,1,0,59,6152.3,0,2427.85,0.0,8580.15,0,0
36,17,13.14,4273,Two Year,0,1,Male,1,Fiber Optic,34.758699,-120.275839,0,109.2,0,0,0,,1,1,0,0,Credit Card,1,1,0,4,0,1,1,1,63,7049.75,0,827.82,0.0,7877.57,1,0
62,29,20.1,4830,Month-to-Month,0,0,Female,1,DSL,37.946282,-121.139499,0,60.25,1,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,4,0,0,0,1,3,170.5,70,60.3,0.0,300.8,0,0
54,20,5.32,2683,Month-to-Month,0,1,Female,1,Fiber Optic,32.85723,-117.209774,0,80.6,1,0,0,,0,0,0,0,Credit Card,1,0,0,1,0,0,0,0,2,155.8,0,10.64,0.0,166.44,1,1
48,0,11.81,6440,Two Year,1,0,Female,0,,41.737962,-123.07557,1,19.85,0,3,9,Offer B,0,0,1,1,Credit Card,1,0,1,4,0,0,0,0,58,1158.85,0,684.98,0.0,1843.83,0,0
46,14,10.23,6034,Two Year,0,0,Female,1,Cable,36.696759,-119.024051,1,59.8,0,0,7,,0,0,1,1,Credit Card,1,1,1,5,0,0,0,1,65,3808.2,0,664.95,0.0,4473.15,1,0
40,8,36.47,2994,One Year,0,0,Female,1,DSL,33.798266,-118.300237,0,56.3,1,0,0,Offer B,1,0,1,0,Credit Card,1,0,0,5,0,0,0,0,41,2364.0,0,1495.27,0.0,3859.27,1,0
51,18,48.02,3363,Two Year,0,0,Female,1,Fiber Optic,39.58458,-121.093256,1,95.2,0,0,3,,0,0,1,1,Credit Card,1,1,1,5,0,1,1,1,45,4285.8,50,2160.9,43.95,6452.75,0,0
62,18,26.51,4971,Month-to-Month,0,0,Female,1,Fiber Optic,32.886925,-117.152162,1,89.45,0,0,3,Offer E,0,0,0,1,Bank Withdrawal,1,0,1,2,0,1,1,1,9,853.1,0,238.59,0.0,1091.69,1,1
27,42,49.88,5427,One Year,0,1,Female,1,DSL,38.671295,-121.388251,1,65.65,0,0,6,Offer B,1,0,1,1,Bank Withdrawal,1,0,1,3,0,1,1,0,48,3094.65,0,2394.24,0.0,5488.89,1,0
62,0,30.09,4836,Two Year,1,0,Female,0,,37.878554,-122.26609,1,20.35,0,3,9,,0,0,0,1,Credit Card,1,0,1,5,0,0,0,0,1,20.35,0,30.09,0.0,50.44,0,0
69,23,20.78,4309,Two Year,1,1,Female,1,Fiber Optic,32.707892,-117.05512,1,96.55,0,1,9,,0,0,1,1,Bank Withdrawal,1,0,1,5,1,1,1,1,24,2263.45,0,498.72,0.0,2762.17,1,0
39,27,24.51,4544,Month-to-Month,0,1,Female,1,Fiber Optic,37.351214,-121.952417,1,97.35,1,0,3,,1,0,1,1,Bank Withdrawal,1,0,1,2,0,0,0,1,36,3457.9,0,882.36,4.96,4335.3,1,1
62,0,32.05,4673,Two Year,1,0,Female,0,,34.142747,-117.300864,0,25.0,1,1,0,Offer B,0,0,1,0,Credit Card,1,0,0,4,0,0,0,0,61,1498.35,0,1955.05,0.0,3453.4,0,0
34,0,39.37,4865,One Year,0,0,Male,0,,38.196497,-120.61689,0,24.05,1,0,0,Offer B,0,0,0,0,Bank Withdrawal,1,0,0,3,0,0,0,0,53,1301.9,0,2086.61,0.0,3388.51,0,0
25,51,11.47,3654,Month-to-Month,1,0,Female,1,DSL,38.460517,-122.790335,1,58.7,0,2,9,Offer E,1,0,1,1,Credit Card,1,0,1,3,0,0,0,1,3,168.6,0,34.41,0.0,203.01,1,0
61,27,46.1,6468,Two Year,0,1,Male,1,DSL,34.202494,-118.448048,0,88.55,1,0,0,,1,1,0,0,Credit Card,1,1,0,4,0,1,1,1,72,6362.35,0,3319.2,0.0,9681.55,1,0
48,0,27.3,6094,Two Year,0,0,Male,0,,34.191842,-118.822796,0,20.0,0,0,0,Offer B,0,0,0,0,Credit Card,1,0,0,3,0,0,0,0,54,1149.65,0,1474.2,0.0,2623.85,0,0
74,16,11.32,3273,Month-to-Month,0,0,Female,1,Fiber Optic,38.749466,-121.184196,1,91.95,1,0,0,Offer C,1,0,1,1,Credit Card,1,0,0,5,1,0,0,1,36,3301.05,0,407.52,17.76,3690.81,1,0
58,30,46.17,2007,Month-to-Month,0,0,Female,1,Fiber Optic,37.147198,-121.120161,0,70.1,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,0,0,3,0,0,0,0,1,70.1,0,46.17,0.0,116.27,1,1
34,53,8.69,3457,Month-to-Month,1,1,Female,1,Fiber Optic,33.923573,-118.200669,1,75.15,0,5,1,,0,0,1,1,Bank Withdrawal,1,0,1,1,0,0,0,0,7,496.9,0,60.83,0.0,557.73,1,1
41,6,0.0,3605,Month-to-Month,0,0,Male,1,DSL,38.047746,-121.030499,0,31.35,0,0,0,Offer E,1,0,1,0,Mailed Check,0,0,0,2,0,0,0,0,1,31.35,80,0.0,0.0,111.35,0,1
37,19,0.0,3424,One Year,0,0,Female,1,DSL,37.007882,-122.065975,0,40.3,0,0,0,,1,1,1,0,Bank Withdrawal,0,1,0,3,0,0,0,0,39,1630.4,0,0.0,0.0,1630.4,1,0
48,13,28.8,5897,Month-to-Month,0,0,Male,1,Cable,32.825086,-117.199424,0,74.95,1,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,3,0,0,0,0,23,1710.45,0,662.4,0.0,2372.85,1,1
50,5,41.38,3167,Month-to-Month,0,0,Female,1,DSL,38.392686,-120.415951,0,54.2,0,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,4,0,0,0,1,3,140.4,0,124.14,0.0,264.54,1,0
61,0,33.13,2024,One Year,0,0,Female,0,,34.129058,-118.759788,0,19.65,0,0,0,Offer D,0,0,0,0,Bank Withdrawal,1,0,0,3,0,0,0,0,13,244.8,0,430.69,0.0,675.49,0,0
63,17,25.17,4989,Month-to-Month,0,0,Female,1,Fiber Optic,34.070291,-118.349191,0,75.35,1,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,3,0,0,0,0,7,564.65,0,176.19,0.0,740.84,1,0
57,12,25.79,4103,Month-to-Month,0,1,Female,1,Cable,37.863843,-122.275684,1,94.4,1,0,1,Offer D,0,1,0,1,Bank Withdrawal,1,0,1,1,0,0,0,1,17,1607.2,0,438.43,0.0,2045.63,1,1
68,9,0.0,4095,Month-to-Month,0,0,Female,1,Cable,38.493888,-122.777141,0,25.7,0,0,0,,0,0,1,0,Mailed Check,0,0,0,1,1,0,0,0,1,25.7,0,0.0,0.0,25.7,1,1
35,0,27.66,2717,Two Year,0,0,Male,0,,39.125311,-121.392283,0,19.15,0,0,0,,0,0,0,0,Credit Card,1,0,0,3,0,0,0,0,17,343.45,0,470.22,28.63,785.04,0,0
28,0,38.73,5586,One Year,0,0,Male,0,,35.852892,-118.397782,0,20.1,0,0,0,Offer D,0,0,0,0,Credit Card,1,0,0,5,0,0,0,0,18,401.85,0,697.14,0.0,1098.99,0,0
34,0,29.14,4580,Month-to-Month,0,0,Female,0,,36.78979,-119.929894,1,19.6,0,0,1,,0,0,0,1,Credit Card,1,0,1,4,0,0,0,0,4,93.45,0,116.56,0.0,210.01,0,0
40,13,40.28,4583,Month-to-Month,1,0,Male,1,Fiber Optic,32.852947,-114.850784,1,106.05,1,1,1,Offer A,1,1,1,1,Bank Withdrawal,1,0,1,4,0,1,1,1,70,7554.05,0,2819.6,0.0,10373.65,1,0
50,17,46.5,4093,Month-to-Month,0,0,Male,1,Fiber Optic,40.021787,-122.127576,0,93.2,0,0,0,,1,0,1,0,Credit Card,1,0,0,4,0,1,1,1,22,2157.3,0,1023.0,0.0,3180.3,1,0
33,56,26.09,5447,Month-to-Month,1,1,Female,1,Fiber Optic,39.449794,-121.936372,1,106.9,0,3,1,,0,1,1,1,Bank Withdrawal,1,1,1,3,0,1,1,1,35,3756.45,150,913.15,34.47,4785.13,0,0
37,0,20.96,2269,One Year,0,0,Female,0,,33.945318,-117.992066,1,20.55,0,0,10,,0,0,1,1,Credit Card,1,0,1,4,0,0,0,0,27,583.3,0,565.92,0.0,1149.22,0,0
47,0,46.91,3636,Month-to-Month,1,0,Female,0,,33.666301,-117.969501,1,20.2,0,2,6,,0,0,0,1,Mailed Check,1,0,1,4,0,0,0,0,19,382.2,0,891.29,0.0,1273.49,0,0
27,59,20.44,2827,Month-to-Month,0,0,Male,1,Fiber Optic,37.921034,-122.341798,0,94.25,0,0,0,,0,1,1,0,Bank Withdrawal,1,0,0,1,0,1,1,1,16,1483.25,140,327.04,0.0,1950.29,0,1
44,25,38.02,5176,Month-to-Month,0,0,Female,1,Fiber Optic,37.721052,-122.413573,0,75.1,0,0,0,,1,0,0,0,Bank Withdrawal,1,0,0,5,0,0,0,0,16,1212.85,0,608.32,0.0,1821.17,1,0
40,29,0.0,5224,Two Year,0,1,Female,1,Cable,35.591387,-121.032256,1,58.25,0,0,2,Offer A,1,0,0,1,Bank Withdrawal,0,1,1,5,0,1,1,1,71,4145.9,0,0.0,0.0,4145.9,1,0
41,6,30.04,3565,Month-to-Month,0,0,Male,1,DSL,34.119363,-117.855059,0,43.9,0,0,0,Offer E,0,0,0,0,Credit Card,1,0,0,5,0,0,0,0,7,278.4,0,210.28,0.0,488.68,1,0
47,53,26.35,4667,Two Year,1,1,Male,1,DSL,32.587557,-116.636816,1,86.9,1,3,9,,0,1,0,1,Bank Withdrawal,1,1,1,3,0,1,1,1,69,6194.1,0,1818.15,0.0,8012.25,1,0
50,17,14.35,2650,Month-to-Month,0,0,Female,1,Fiber Optic,37.388349,-122.075299,0,76.1,1,0,0,,0,0,0,0,Bank Withdrawal,1,0,0,4,0,0,0,0,3,257.6,0,43.05,0.0,300.65,1,0
33,10,29.03,3916,Month-to-Month,1,0,Female,1,Fiber Optic,35.349241,-116.770281,1,71.65,0,1,5,,0,0,1,1,Bank Withdrawal,1,0,1,3,0,0,0,0,2,135.75,0,58.06,0.0,193.81,1,0
21,59,14.86,5308,Two Year,0,1,Female,1,Cable,38.805481,-120.13287,0,82.45,0,0,0,Offer A,1,1,1,0,Credit Card,1,1,0,3,0,1,1,1,68,5646.6,90,1010.48,0.0,6747.08,0,0
63,26,5.65,3476,Month-to-Month,1,1,Male,1,Fiber Optic,36.600193,-120.153393,1,84.05,0,1,10,,0,0,1,1,Credit Card,1,0,1,3,0,0,0,1,34,2909.95,0,192.1,0.0,3102.05,1,0
71,6,21.67,5271,One Year,0,0,Male,1,Cable,37.327069,-121.916819,1,60.05,1,0,1,,0,1,1,1,Bank Withdrawal,1,1,1,1,1,0,0,0,53,3229.65,100,1148.51,0.0,4478.16,0,1
24,76,49.61,4705,One Year,0,0,Male,1,DSL,36.554618,-121.922239,0,75.0,0,0,0,,0,1,0,0,Bank Withdrawal,1,1,0,3,0,1,1,1,26,1908.35,0,1289.86,0.0,3198.21,1,0
46,3,0.0,2734,Month-to-Month,0,0,Male,1,Cable,37.736535,-122.45732,0,29.6,0,0,0,Offer E,1,0,1,0,Bank Withdrawal,0,0,0,1,0,0,0,0,3,79.45,0,0.0,0.0,79.45,1,1
20,0,38.97,2616,Month-to-Month,1,0,Female,0,,37.676249,-122.132415,0,25.45,1,3,0,Offer E,0,0,1,0,Credit Card,1,0,0,5,0,0,0,0,4,84.2,0,155.88,0.0,240.08,0,0
20,26,34.14,5720,Month-to-Month,0,1,Female,1,Fiber Optic,34.437945,-119.77191,1,105.5,1,0,7,,1,0,1,1,Bank Withdrawal,1,0,1,1,0,1,1,1,65,6985.65,0,2219.1,0.0,9204.75,1,1
21,30,42.98,4626,Month-to-Month,1,1,Female,1,DSL,37.556634,-122.317723,1,61.15,0,3,1,Offer D,1,1,0,1,Credit Card,1,0,1,1,0,0,0,0,22,1422.05,80,945.56,0.0,2447.61,0,1
48,0,4.09,2507,Month-to-Month,0,0,Female,0,,36.636638,-119.421842,0,20.3,0,0,0,,0,0,0,0,Credit Card,1,0,0,5,0,0,0,0,1,20.3,0,4.09,0.0,24.39,0,0
62,0,36.16,2654,Two Year,1,0,Male,0,,34.019323,-118.391902,0,20.85,0,2,0,,0,0,0,0,Credit Card,1,0,0,4,0,0,0,0,19,467.5,0,687.04,0.0,1154.54,0,0
30,76,12.59,3477,Month-to-Month,0,1,Male,1,Cable,34.1678,-116.86433,0,53.45,0,0,0,,0,1,0,0,Bank Withdrawal,1,0,0,4,0,0,0,0,2,119.5,0,25.18,0.0,144.68,1,0
47,6,1.13,5086,Month-to-Month,0,0,Male,1,Fiber Optic,38.911577,-120.106169,0,90.85,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,0,0,3,0,1,1,1,1,90.85,0,1.13,0.0,91.98,1,1
48,30,47.45,4722,Month-to-Month,0,1,Female,1,DSL,34.420998,-119.60137,0,65.2,1,0,0,,0,0,1,0,Credit Card,1,0,0,1,0,1,1,0,16,1043.35,0,759.2,0.0,1802.55,1,1
61,30,21.84,4703,Two Year,1,0,Female,1,DSL,40.637105,-121.906949,1,74.55,1,3,9,,1,1,0,1,Credit Card,1,1,1,3,0,0,0,1,72,5430.65,0,1572.48,0.0,7003.13,1,0
52,19,6.85,4463,Two Year,1,1,Female,1,DSL,36.29223,-119.622676,1,70.45,1,1,8,Offer A,1,1,1,1,Bank Withdrawal,1,1,1,3,0,0,0,0,72,5165.7,0,493.2,0.0,5658.9,1,0
22,27,0.0,4283,Two Year,0,0,Male,1,Cable,38.434362,-122.86891,1,49.65,0,0,8,,1,0,0,1,Credit Card,0,0,1,4,0,1,1,1,49,2409.9,0,0.0,0.0,2409.9,1,0
24,73,39.92,2165,Month-to-Month,0,0,Female,1,Fiber Optic,34.19225,-118.776874,0,80.0,0,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,4,0,0,0,1,8,624.6,0,319.36,0.0,943.96,1,0
30,0,8.21,5409,Two Year,0,0,Female,0,,34.072121,-117.698319,1,24.25,1,0,1,,0,0,1,1,Credit Card,1,0,1,5,0,0,0,0,71,1732.95,0,582.91,0.0,2315.86,0,0
44,3,10.13,4120,One Year,0,1,Male,1,Fiber Optic,41.737962,-123.07557,1,94.65,1,0,1,Offer B,1,0,1,1,Bank Withdrawal,1,0,1,4,0,0,0,1,46,4312.5,0,465.98,0.0,4778.48,1,0
44,53,0.0,5880,Month-to-Month,1,0,Female,1,DSL,35.746484,-121.223355,0,29.65,0,3,0,,1,0,0,0,Mailed Check,0,0,0,3,0,0,0,0,3,90.05,0,0.0,0.0,90.05,1,0
80,18,0.0,2061,Month-to-Month,1,0,Male,1,Cable,39.141934,-122.770679,1,40.05,0,2,5,,0,1,0,1,Mailed Check,0,0,1,1,1,1,0,0,22,880.2,0,0.0,0.0,880.2,1,1
56,0,2.15,3078,Month-to-Month,0,0,Male,0,,36.385818,-119.224243,1,20.35,0,0,3,,0,0,0,1,Bank Withdrawal,1,0,1,4,0,0,0,0,37,697.65,0,79.55,45.07,732.13,0,0
60,26,49.61,4446,One Year,0,0,Male,1,Fiber Optic,33.351059,-117.420557,0,89.2,0,0,0,Offer C,0,1,1,0,Bank Withdrawal,1,1,0,4,0,1,1,0,35,3251.3,0,1736.35,0.0,4987.65,1,0
40,20,38.32,5877,Month-to-Month,0,0,Female,1,DSL,34.983808,-117.239306,0,50.3,1,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,3,0,0,0,0,18,913.3,0,689.76,0.0,1603.06,1,0
22,52,14.75,4271,Month-to-Month,1,0,Male,1,Fiber Optic,38.394091,-122.739814,1,105.5,1,1,8,Offer B,1,1,1,1,Bank Withdrawal,1,0,1,4,0,1,1,1,62,6487.2,150,914.5,0.0,7551.7,0,0
45,0,30.07,2687,Month-to-Month,0,0,Female,0,,34.102119,-117.815532,1,19.55,0,0,1,,0,0,1,1,Credit Card,1,0,1,3,0,0,0,0,31,658.95,0,932.17,0.0,1591.12,0,1
35,53,45.61,3202,Month-to-Month,1,0,Male,1,DSL,37.444314,-122.149996,0,50.3,0,3,0,,0,1,1,0,Credit Card,1,0,0,3,0,0,0,0,17,846.8,0,775.37,0.0,1622.17,1,0
61,16,44.97,5755,Month-to-Month,0,0,Male,1,Fiber Optic,37.212191,-119.749323,0,82.3,0,0,0,,0,1,1,0,Credit Card,1,1,0,4,0,0,0,0,3,214.4,20,134.91,0.0,369.31,0,0
48,0,34.79,3040,Two Year,1,0,Male,0,,33.830099,-118.182239,1,25.1,1,1,9,,0,0,0,1,Credit Card,1,0,1,3,0,0,0,0,36,930.95,0,1252.44,0.0,2183.39,0,0
21,42,1.28,2142,Month-to-Month,0,0,Female,1,Fiber Optic,34.049841,-118.33846,0,74.6,1,0,0,Offer E,0,0,1,0,Credit Card,1,0,0,5,0,0,0,0,8,548.9,0,10.24,0.0,559.14,1,0
